l,l1,l2,n1,n2,p,p1,p2,mirror1,mirror2,ReRatioNL,ImRatioNL
7,2,6,0,1,1,1,1,0,0,0.00327,-0.469
7,2,6,0,1,1,1,1,1,0,0.12,0.264
6,2,7,0,0,1,1,1,0,0,-0.0146,-0.318
6,2,7,0,0,1,1,1,1,0,0.278,0.492
6,2,7,1,0,1,1,1,0,0,0.00425,-0.345
6,2,7,1,0,1,1,1,1,0,0.881,0.847
6,2,7,0,1,1,1,1,0,0,-0.0581,-0.318
6,2,7,0,1,1,1,1,1,0,0.419,0.522
8,2,7,0,0,1,1,1,0,0,-0.122,0.576
8,2,7,0,0,1,1,1,1,0,-0.0634,-0.31
8,2,7,1,0,1,1,1,0,0,-0.382,0.721
8,2,7,1,0,1,1,1,1,0,-0.192,-0.355
8,2,7,0,1,1,1,1,0,0,-0.0232,0.593
8,2,7,0,1,1,1,1,1,0,-0.128,-0.318
7,2,8,0,0,1,1,1,0,0,0.0129,0.378
5,3,3,0,0,1,1,1,0,0,0.0,0.0
5,3,3,0,0,1,1,1,0,1,1.e-26,-0.0855
5,3,3,1,0,1,1,1,0,0,0.0775,0.0105
5,3,3,1,0,1,1,1,1,0,-0.0109,0.0776
5,3,3,0,1,1,1,1,0,0,-0.0775,-0.0105
5,3,3,0,1,1,1,1,0,1,0.0109,-0.0776
2,3,4,0,0,1,1,1,0,0,0.00958,0.085
2,3,4,0,0,1,1,1,1,0,-0.545,0.576
2,3,4,1,0,1,1,1,0,0,0.0188,0.0867
2,3,4,1,0,1,1,1,1,0,-1.74,-0.227
2,3,4,0,1,1,1,1,1,0,-1.17,0.178
4,3,4,0,0,1,1,1,0,0,-0.00384,-0.0565
4,3,4,0,0,1,1,1,1,0,0.044,-0.0146
4,3,4,1,0,1,1,1,0,0,0.00638,-0.058
4,3,4,1,0,1,1,1,1,0,0.149,-0.035
4,3,4,0,1,1,1,1,0,0,-0.0239,-0.0575
4,3,4,0,1,1,1,1,1,0,0.11,-0.0213
6,3,4,0,0,1,1,1,0,0,-0.0136,0.0871
6,3,4,0,0,1,1,1,1,0,-0.0105,-0.0912
6,3,4,1,0,1,1,1,0,0,-0.101,0.0815
6,3,4,1,0,1,1,1,1,0,-0.0168,-0.0824
6,3,4,0,1,1,1,1,0,0,0.0634,0.103
6,3,4,0,1,1,1,1,1,0,-0.0368,-0.0861
3,3,5,0,0,1,1,1,0,0,-0.0106,-0.109
3,3,5,0,0,1,1,1,1,0,0.279,-0.183
3,3,5,1,0,1,1,1,0,0,-0.0192,-0.112
3,3,5,1,0,1,1,1,1,0,0.944,0.00308
3,3,5,0,1,1,1,1,0,0,-0.0255,-0.109
3,3,5,0,1,1,1,1,1,0,0.558,-0.105
5,3,5,0,0,1,1,1,0,0,0.00511,0.1
5,3,5,0,0,1,1,1,1,0,-0.048,-0.0425
5,3,5,1,0,1,1,1,0,0,-0.00744,0.104
5,3,5,1,0,1,1,1,1,0,-0.141,-0.0357
5,3,5,0,1,1,1,1,0,0,0.0303,0.101
5,3,5,0,1,1,1,1,1,0,-0.104,-0.0406
7,3,5,0,0,1,1,1,0,0,0.0254,-0.167
7,3,5,0,0,1,1,1,1,0,0.0152,0.103
7,3,5,1,0,1,1,1,0,0,0.126,-0.167
7,3,5,1,0,1,1,1,1,0,0.0288,0.0979
7,3,5,0,1,1,1,1,0,0,-0.0542,-0.184
7,3,5,0,1,1,1,1,1,0,0.0418,0.1
4,3,6,0,0,1,1,1,0,0,0.0107,0.129
4,3,6,0,0,1,1,1,1,0,-0.232,0.00111
4,3,6,1,0,1,1,1,0,0,0.0173,0.132
4,3,6,1,0,1,1,1,1,0,-0.75,-0.113
4,3,6,0,1,1,1,1,0,0,0.0272,0.129
4,3,6,0,1,1,1,1,1,0,-0.428,-0.0343
6,3,6,0,0,1,1,1,0,0,-0.00524,-0.141
6,3,6,0,0,1,1,1,1,0,0.0518,0.087
6,3,6,1,0,1,1,1,0,0,0.0115,-0.146
6,3,6,1,0,1,1,1,1,0,0.146,0.0875
6,3,6,0,1,1,1,1,0,0,-0.0343,-0.142
6,3,6,0,1,1,1,1,1,0,0.105,0.0872
5,3,7,0,0,1,1,1,0,0,-0.0105,-0.148
5,3,7,0,0,1,1,1,1,0,0.222,0.125
5,3,7,1,0,1,1,1,0,0,-0.0145,-0.152
5,3,7,1,0,1,1,1,1,0,0.691,0.226
5,3,7,0,1,1,1,1,0,0,-0.0283,-0.148
5,3,7,0,1,1,1,1,1,0,0.388,0.148
7,3,7,0,0,1,1,1,0,0,0.00469,0.182
7,3,7,0,0,1,1,1,1,0,-0.0559,-0.128
7,3,7,1,0,1,1,1,0,0,-0.0176,0.189
7,3,7,1,0,1,1,1,1,0,-0.157,-0.134
7,3,7,0,1,1,1,1,0,0,0.037,0.183
7,3,7,0,1,1,1,1,1,0,-0.109,-0.13
3,4,4,0,0,1,1,1,0,0,1.28e-28,-1.84e-29
3,4,4,0,0,1,1,1,0,1,3.06e-25,0.321
3,4,4,1,0,1,1,1,0,0,0.0035,-0.0000496
3,4,4,1,0,1,1,1,1,0,0.0876,-0.25
3,4,4,0,1,1,1,1,0,0,-0.0035,0.0000496
3,4,4,0,1,1,1,1,0,1,-0.0876,0.25
5,4,4,0,0,1,1,1,0,0,-4.5e-29,1.1e-28
5,4,4,0,0,1,1,1,0,1,5.84e-26,0.00585
5,4,4,1,0,1,1,1,0,0,-0.0174,-0.000357
5,4,4,1,0,1,1,1,1,0,-0.00113,0.0106
5,4,4,0,1,1,1,1,0,0,0.0174,0.000357
5,4,4,0,1,1,1,1,0,1,0.00113,-0.0106
7,4,4,0,0,1,1,1,0,1,2.05e-26,-0.0804
7,4,4,1,0,1,1,1,0,0,0.0805,0.0135
7,4,4,1,0,1,1,1,1,0,-0.00986,0.0752
7,4,4,0,1,1,1,1,0,0,-0.0805,-0.0135
7,4,4,0,1,1,1,1,0,1,0.00986,-0.0752
2,4,5,0,0,1,1,1,0,0,-0.00683,-0.0722
2,4,5,0,0,1,1,1,1,0,0.835,-1.24
2,4,5,1,0,1,1,1,0,0,-0.0135,-0.0729
2,4,5,1,0,1,1,1,1,0,2.8,-0.228
2,4,5,0,1,1,1,1,0,0,-0.015,-0.0724
2,4,5,0,1,1,1,1,1,0,1.99,-0.641
4,4,5,0,0,1,1,1,0,0,0.00326,0.0406
4,4,5,0,0,1,1,1,1,0,-0.0568,0.152
4,4,5,1,0,1,1,1,0,0,0.00203,0.0412
4,4,5,1,0,1,1,1,1,0,-0.209,0.207
4,4,5,0,1,1,1,1,0,0,0.0117,0.0407
4,4,5,0,1,1,1,1,1,0,-0.144,0.181
6,4,5,0,0,1,1,1,0,0,-0.00143,-0.0413
6,4,5,0,0,1,1,1,1,0,0.0119,0.0304
6,4,5,1,0,1,1,1,0,0,0.0166,-0.0417
6,4,5,1,0,1,1,1,1,0,0.0288,0.0156
6,4,5,0,1,1,1,1,0,0,-0.0232,-0.0421
6,4,5,0,1,1,1,1,1,0,0.0323,0.0204
3,4,6,0,0,1,1,1,0,0,0.00753,0.0889
3,4,6,0,0,1,1,1,1,0,-0.353,0.502
3,4,6,1,0,1,1,1,0,0,0.0143,0.0899
3,4,6,1,0,1,1,1,1,0,-1.24,0.392
3,4,6,0,1,1,1,1,0,0,0.0169,0.0889
3,4,6,0,1,1,1,1,1,0,-0.779,0.437
5,4,6,0,0,1,1,1,0,0,-0.00464,-0.0683
5,4,6,0,0,1,1,1,1,0,0.0555,-0.0606
5,4,6,1,0,1,1,1,0,0,-0.00344,-0.0694
5,4,6,1,0,1,1,1,1,0,0.17,-0.0883
5,4,6,0,1,1,1,1,0,0,-0.016,-0.0683
5,4,6,0,1,1,1,1,1,0,0.117,-0.074
7,4,6,0,0,1,1,1,0,0,0.00181,0.077
7,4,6,0,0,1,1,1,1,0,-0.0167,-0.0499
7,4,6,1,0,1,1,1,0,0,-0.0185,0.0782
7,4,6,1,0,1,1,1,1,0,-0.0382,-0.0414
7,4,6,0,1,1,1,1,0,0,0.0268,0.0779
7,4,6,0,1,1,1,1,1,0,-0.0387,-0.0449
4,4,7,0,0,1,1,1,0,0,-0.0076,-0.1
4,4,7,0,0,1,1,1,1,0,0.261,-0.221
4,4,7,1,0,1,1,1,0,0,-0.0136,-0.102
4,4,7,1,0,1,1,1,1,0,0.864,-0.187
4,4,7,0,1,1,1,1,0,0,-0.0176,-0.1
4,4,7,0,1,1,1,1,1,0,0.522,-0.204
6,4,7,0,0,1,1,1,0,0,0.00523,0.0913
6,4,7,0,0,1,1,1,1,0,-0.0561,0.00344
6,4,7,1,0,1,1,1,0,0,0.00301,0.093
6,4,7,1,0,1,1,1,1,0,-0.161,0.0187
6,4,7,0,1,1,1,1,0,0,0.0186,0.0913
6,4,7,0,1,1,1,1,1,0,-0.111,0.0102
3,5,5,0,0,1,1,1,0,0,5.49e-30,-5.3e-30
3,5,5,0,0,1,1,1,0,1,-5.47e-25,-0.613
3,5,5,1,0,1,1,1,0,0,-0.00148,0.0000326
3,5,5,1,0,1,1,1,1,0,-0.118,0.483
3,5,5,0,1,1,1,1,0,0,0.00148,-0.0000326
3,5,5,0,1,1,1,1,0,1,0.118,-0.483
5,5,5,0,0,1,1,1,0,0,4.89e-29,-5.03e-30
5,5,5,0,0,1,1,1,0,1,-6.39e-26,0.0817
5,5,5,1,0,1,1,1,0,0,0.00603,-0.0000918
5,5,5,1,0,1,1,1,1,0,0.00947,-0.111
5,5,5,0,1,1,1,1,0,0,-0.00603,0.0000918
5,5,5,0,1,1,1,1,0,1,-0.00947,0.111
7,5,5,0,0,1,1,1,0,0,-1.86e-29,1.83e-29
7,5,5,0,0,1,1,1,0,1,5.58e-27,0.0372
7,5,5,1,0,1,1,1,0,0,-0.0213,-0.000498
7,5,5,1,0,1,1,1,1,0,0.00412,-0.0291
7,5,5,0,1,1,1,1,0,0,0.0213,0.000498
7,5,5,0,1,1,1,1,0,1,-0.00412,0.0291
2,5,6,0,0,1,1,1,0,0,0.00518,0.0643
2,5,6,0,0,1,1,1,1,0,-1.22,2.13
2,5,6,1,0,1,1,1,0,0,0.0103,0.0647
2,5,6,1,0,1,1,1,1,0,-4.18,0.827
2,5,6,0,1,1,1,1,0,0,0.011,0.0644
2,5,6,0,1,1,1,1,1,0,-3.1,1.27
4,5,6,0,0,1,1,1,0,0,-0.00252,-0.0338
4,5,6,0,0,1,1,1,1,0,0.0742,-0.315
4,5,6,1,0,1,1,1,0,0,-0.00311,-0.0341
4,5,6,1,0,1,1,1,1,0,0.286,-0.412
4,5,6,0,1,1,1,1,0,0,-0.00731,-0.0338
4,5,6,0,1,1,1,1,1,0,0.196,-0.375
6,5,6,0,0,1,1,1,0,0,0.00161,0.0285
6,5,6,1,0,1,1,1,0,0,-0.00381,0.0289
6,5,6,1,0,1,1,1,1,0,-0.0399,0.0579
6,5,6,0,1,1,1,1,0,0,0.0106,0.0286
6,5,6,0,1,1,1,1,1,0,-0.0322,0.0517
3,5,7,0,0,1,1,1,0,0,-0.00572,-0.0777
3,5,7,0,0,1,1,1,1,0,0.452,-0.898
3,5,7,1,0,1,1,1,0,0,-0.011,-0.0782
3,5,7,1,0,1,1,1,1,0,1.62,-0.85
3,5,7,0,1,1,1,1,0,0,-0.0124,-0.0777
3,5,7,0,1,1,1,1,1,0,1.07,-0.854
5,5,7,0,0,1,1,1,0,0,0.00365,0.0551
5,5,7,0,0,1,1,1,1,0,-0.0661,0.172
5,5,7,1,0,1,1,1,0,0,0.00475,0.0556
5,5,7,1,0,1,1,1,1,0,-0.208,0.221
5,5,7,0,1,1,1,1,0,0,0.0103,0.0551
5,5,7,0,1,1,1,1,1,0,-0.14,0.199
7,5,7,0,0,1,1,1,0,0,-0.00244,-0.0517
7,5,7,0,0,1,1,1,1,0,0.0185,-0.00422
7,5,7,1,0,1,1,1,0,0,0.00333,-0.0524
7,5,7,1,0,1,1,1,1,0,0.0468,-0.0178
7,5,7,0,1,1,1,1,0,0,-0.0134,-0.0517
7,5,7,0,1,1,1,1,1,0,0.0386,-0.0128
3,6,6,0,0,1,1,1,0,0,8.61e-31,1.33e-30
3,6,6,0,0,1,1,1,0,1,1.58e-24,0.986
3,6,6,1,0,1,1,1,0,0,0.000762,-0.0000181
3,6,6,1,0,1,1,1,1,0,0.149,-0.784
3,6,6,0,1,1,1,1,0,0,-0.000762,0.0000181
3,6,6,0,1,1,1,1,0,1,-0.149,0.784
5,6,6,0,0,1,1,1,0,0,-8.5e-31,1.79e-30
5,6,6,0,0,1,1,1,0,1,4.6e-27,-0.183
5,6,6,1,0,1,1,1,0,0,-0.00271,0.0000627
5,6,6,1,0,1,1,1,1,0,-0.0169,0.227
5,6,6,0,1,1,1,1,0,0,0.00271,-0.0000627
5,6,6,0,1,1,1,1,0,1,0.0169,-0.227
7,6,6,0,0,1,1,1,0,0,1.18e-28,4.07e-29
7,6,6,0,0,1,1,1,0,1,1.91e-25,0.0114
7,6,6,1,0,1,1,1,0,0,0.00807,-0.000101
7,6,6,1,0,1,1,1,1,0,0.000072,-0.0234
7,6,6,0,1,1,1,1,0,0,-0.00807,0.000101
7,6,6,0,1,1,1,1,0,1,-0.000072,0.0234
2,6,7,0,0,1,1,1,0,0,-0.0041,-0.0588
2,6,7,0,0,1,1,1,1,0,1.71,-3.28
2,6,7,1,0,1,1,1,0,0,-0.00812,-0.059
2,6,7,0,1,1,1,1,0,0,-0.00859,-0.0588
2,6,7,0,1,1,1,1,1,0,4.53,-2.09
4,6,7,0,0,1,1,1,0,0,0.002,0.0298
4,6,7,0,0,1,1,1,1,0,-0.0963,0.515
4,6,7,1,0,1,1,1,0,0,0.00299,0.03
4,6,7,1,0,1,1,1,1,0,-0.382,0.662
4,6,7,0,1,1,1,1,0,0,0.00518,0.0299
4,6,7,0,1,1,1,1,1,0,-0.268,0.614
6,6,7,0,0,1,1,1,0,0,-0.00135,-0.0232
6,6,7,0,0,1,1,1,1,0,0.0162,-0.106
6,6,7,1,0,1,1,1,0,0,0.000539,-0.0234
6,6,7,1,0,1,1,1,1,0,0.0517,-0.141
6,6,7,0,1,1,1,1,0,0,-0.00609,-0.0231
6,6,7,0,1,1,1,1,1,0,0.0352,-0.133
3,7,7,0,0,1,1,1,0,0,3.45e-30,-2.85e-30
3,7,7,0,0,1,1,1,0,1,8.6e-25,-1.45
3,7,7,1,0,1,1,1,0,0,-0.000449,0.0000105
3,7,7,1,0,1,1,1,1,0,-0.18,1.16
3,7,7,0,1,1,1,1,0,0,0.000449,-0.0000105
3,7,7,0,1,1,1,1,0,1,0.18,-1.16
5,7,7,0,0,1,1,1,0,0,3.17e-29,1.97e-29
5,7,7,0,0,1,1,1,0,1,9.9e-26,0.302
5,7,7,1,0,1,1,1,0,0,0.00144,-0.000035
5,7,7,0,1,1,1,1,0,0,-0.00144,0.000035
5,7,7,0,1,1,1,1,0,1,-0.024,0.36
7,7,7,0,0,1,1,1,0,0,-1.34e-29,2.69e-29
7,7,7,0,0,1,1,1,0,1,0.,-0.0641
7,7,7,1,0,1,1,1,0,0,-0.00384,0.0000805
7,7,7,1,0,1,1,1,1,0,-0.00331,0.0814
7,7,7,0,1,1,1,1,0,0,0.00384,-0.0000805
7,7,7,0,1,1,1,1,0,1,0.00331,-0.0814
2,2,2,0,0,0,1,1,0,0,0.0221,0.201
2,2,2,0,0,0,1,1,0,1,0.179,8.05e-25
2,2,2,1,0,0,1,1,0,0,0.0672,0.22
2,2,2,1,0,0,1,1,1,0,0.139,-0.0524
2,2,2,0,1,0,1,1,0,0,0.0672,0.22
2,2,2,0,1,0,1,1,0,1,0.139,-0.0524
4,2,2,0,0,0,1,1,0,0,0.72,-0.0746
4,2,2,0,0,0,1,1,0,1,-0.00053,2.82e-25
4,2,2,1,0,0,1,1,0,0,0.687,-0.109
4,2,2,1,0,0,1,1,1,0,-0.0193,-0.00803
4,2,2,0,1,0,1,1,0,0,0.687,-0.109
4,2,2,0,1,0,1,1,0,1,-0.0193,-0.00803
3,2,3,0,0,0,1,1,0,0,-0.0175,-0.201
3,2,3,0,0,0,1,1,1,0,-0.0431,0.269
3,2,3,1,0,0,1,1,0,0,-0.0584,-0.223
3,2,3,1,0,0,1,1,1,0,-0.0149,0.329
3,2,3,0,1,0,1,1,0,0,-0.0498,-0.209
3,2,3,0,1,0,1,1,1,0,0.0196,0.288
5,2,3,0,0,0,1,1,0,0,-0.993,0.166
5,2,3,0,0,0,1,1,1,0,0.00183,0.0297
5,2,3,1,0,0,1,1,0,0,-0.927,0.202
5,2,3,1,0,0,1,1,1,0,0.0185,0.0331
5,2,3,0,1,0,1,1,0,0,-0.995,0.21
5,2,3,0,1,0,1,1,1,0,0.0169,0.0321
2,2,4,0,0,0,1,1,0,0,0.00334,0.0303
2,2,4,0,0,0,1,1,1,0,1.19,0.25
2,2,4,1,0,0,1,1,0,0,0.00814,0.0326
2,2,4,1,0,0,1,1,1,0,0.51,0.0484
2,2,4,0,1,0,1,1,0,0,0.00769,0.0306
4,2,4,0,0,0,1,1,0,0,0.0152,0.211
4,2,4,0,0,0,1,1,1,0,0.00454,-0.266
4,2,4,1,0,0,1,1,0,0,0.0539,0.236
4,2,4,1,0,0,1,1,1,0,0.0167,-0.337
4,2,4,0,1,0,1,1,0,0,0.0423,0.215
4,2,4,0,1,0,1,1,1,0,-0.0317,-0.282
6,2,4,0,0,0,1,1,0,0,1.17,-0.23
6,2,4,0,0,0,1,1,1,0,-0.0039,-0.0404
6,2,4,1,0,0,1,1,0,0,1.09,-0.274
6,2,4,1,0,0,1,1,1,0,-0.0129,-0.0468
6,2,4,0,1,0,1,1,0,0,1.18,-0.273
6,2,4,0,1,0,1,1,1,0,-0.0145,-0.0425
3,2,5,0,0,0,1,1,0,0,-0.00406,-0.0421
3,2,5,0,0,0,1,1,1,0,-1.46,-0.331
3,2,5,1,0,0,1,1,0,0,-0.01,-0.0457
3,2,5,1,0,0,1,1,1,0,-0.782,-0.166
3,2,5,0,1,0,1,1,0,0,-0.00913,-0.0422
3,2,5,0,1,0,1,1,1,0,-1.25,-0.193
5,2,5,0,0,0,1,1,0,0,-0.0137,-0.223
5,2,5,0,0,0,1,1,1,0,0.00507,0.266
5,2,5,1,0,0,1,1,0,0,-0.0512,-0.253
5,2,5,1,0,0,1,1,1,0,-0.0128,0.346
5,2,5,0,1,0,1,1,0,0,-0.0378,-0.226
5,2,5,0,1,0,1,1,1,0,0.0353,0.281
7,2,5,0,0,0,1,1,0,0,-1.3,0.28
7,2,5,0,0,0,1,1,1,0,0.00415,0.0478
7,2,5,1,0,0,1,1,0,0,-1.21,0.333
7,2,5,1,0,0,1,1,1,0,0.0103,0.0566
7,2,5,0,1,0,1,1,0,0,-1.32,0.32
7,2,5,0,1,0,1,1,1,0,0.0132,0.0499
4,2,6,0,0,0,1,1,0,0,0.00434,0.0504
4,2,6,0,0,0,1,1,1,0,1.59,0.39
4,2,6,1,0,0,1,1,0,0,0.0108,0.0551
4,2,6,1,0,0,1,1,1,0,0.977,0.261
4,2,6,0,1,0,1,1,0,0,0.00959,0.0504
4,2,6,0,1,0,1,1,1,0,1.44,0.296
6,2,6,0,0,0,1,1,0,0,0.0125,0.237
6,2,6,0,0,0,1,1,1,0,-0.0081,-0.273
6,2,6,1,0,0,1,1,0,0,0.0496,0.27
6,2,6,1,0,0,1,1,1,0,0.0107,-0.356
6,2,6,0,1,0,1,1,0,0,0.0347,0.238
6,2,6,0,1,0,1,1,1,0,-0.0353,-0.285
5,2,7,0,0,0,1,1,0,0,-0.00446,-0.0569
5,2,7,0,0,0,1,1,1,0,-1.69,-0.435
5,2,7,1,0,0,1,1,0,0,-0.0112,-0.0626
5,2,7,1,0,0,1,1,1,0,-1.13,-0.336
5,2,7,0,1,0,1,1,0,0,-0.00969,-0.0569
5,2,7,0,1,0,1,1,1,0,-1.58,-0.366
7,2,7,0,0,0,1,1,0,0,-0.0116,-0.25
7,2,7,0,0,0,1,1,1,0,0.00916,0.282
7,2,7,1,0,0,1,1,0,0,-0.0486,-0.288
7,2,7,1,0,0,1,1,1,0,-0.0101,0.367
7,2,7,0,1,0,1,1,0,0,-0.0323,-0.251
7,2,7,0,1,0,1,1,1,0,0.0341,0.292
2,3,3,0,0,0,1,1,0,0,-0.0162,-0.126
2,3,3,0,0,0,1,1,0,1,0.229,3.46e-25
2,3,3,1,0,0,1,1,0,0,-0.0357,-0.128
2,3,3,1,0,0,1,1,1,0,0.0204,0.169
2,3,3,0,1,0,1,1,0,0,-0.0357,-0.128
2,3,3,0,1,0,1,1,0,1,0.0204,0.169
4,3,3,0,0,0,1,1,0,0,0.0131,0.214
4,3,3,0,0,0,1,1,0,1,0.2,1.01e-26
4,3,3,1,0,0,1,1,1,0,0.0565,0.021
4,3,3,0,1,0,1,1,0,0,0.0445,0.225
4,3,3,0,1,0,1,1,0,1,0.0565,0.021
6,3,3,0,0,0,1,1,0,0,1.25,-0.319
6,3,3,0,0,0,1,1,0,1,0.0255,6.27e-26
6,3,3,1,0,0,1,1,0,0,1.24,-0.389
6,3,3,1,0,0,1,1,1,0,-0.00883,0.00424
6,3,3,0,1,0,1,1,0,0,1.24,-0.389
6,3,3,0,1,0,1,1,0,1,-0.00883,0.00424
3,3,4,0,0,0,1,1,0,0,0.0131,0.114
3,3,4,0,0,0,1,1,1,0,-0.0611,-0.301
3,3,4,1,0,0,1,1,0,0,0.0288,0.117
3,3,4,1,0,0,1,1,1,0,-0.164,-0.501
3,3,4,0,1,0,1,1,0,0,0.0278,0.115
3,3,4,0,1,0,1,1,1,0,-0.156,-0.396
5,3,4,0,0,0,1,1,0,0,-0.0104,-0.225
5,3,4,0,0,0,1,1,1,0,-0.0833,0.146
5,3,4,1,0,0,1,1,0,0,-0.0405,-0.239
5,3,4,1,0,0,1,1,1,0,-0.0569,0.0723
5,3,4,0,1,0,1,1,0,0,-0.0372,-0.232
5,3,4,0,1,0,1,1,1,0,-0.0369,0.109
7,3,4,0,0,0,1,1,0,0,-1.37,0.403
7,3,4,0,0,0,1,1,1,0,-0.0114,0.0371
7,3,4,1,0,0,1,1,0,0,-1.38,0.505
7,3,4,1,0,0,1,1,1,0,0.00267,0.0217
7,3,4,0,1,0,1,1,0,0,-1.38,0.472
7,3,4,0,1,0,1,1,1,0,0.00586,0.0291
2,3,5,0,0,0,1,1,0,0,-0.00308,-0.031
2,3,5,0,0,0,1,1,1,0,-2.54,-0.772
2,3,5,1,0,0,1,1,0,0,-0.00646,-0.0318
2,3,5,1,0,0,1,1,1,0,-1.23,-0.321
2,3,5,0,1,0,1,1,0,0,-0.00677,-0.0311
2,3,5,0,1,0,1,1,1,0,-1.82,-0.35
4,3,5,0,0,0,1,1,0,0,-0.0112,-0.108
4,3,5,0,0,0,1,1,1,0,0.0375,0.316
4,3,5,1,0,0,1,1,0,0,-0.0244,-0.111
4,3,5,1,0,0,1,1,1,0,0.0764,0.434
4,3,5,0,1,0,1,1,0,0,-0.0234,-0.108
4,3,5,0,1,0,1,1,1,0,0.0949,0.358
6,3,5,0,0,0,1,1,0,0,0.0086,0.237
6,3,5,0,0,0,1,1,1,0,0.0271,-0.133
6,3,5,1,0,0,1,1,0,0,0.0378,0.254
6,3,5,1,0,0,1,1,1,0,0.0371,-0.101
6,3,5,0,1,0,1,1,0,0,0.0327,0.242
6,3,5,0,1,0,1,1,1,0,0.0122,-0.12
3,3,6,0,0,0,1,1,0,0,0.00383,0.0433
3,3,6,0,0,0,1,1,1,0,2.6,0.795
3,3,6,1,0,0,1,1,0,0,0.00804,0.0445
3,3,6,1,0,0,1,1,1,0,1.68,0.679
3,3,6,0,1,0,1,1,0,0,0.00838,0.0433
3,3,6,0,1,0,1,1,1,0,2.22,0.665
5,3,6,0,0,0,1,1,0,0,0.01,0.105
5,3,6,0,0,0,1,1,1,0,-0.0316,-0.319
5,3,6,1,0,0,1,1,0,0,0.0215,0.108
5,3,6,1,0,0,1,1,1,0,-0.0487,-0.416
5,3,6,0,1,0,1,1,0,0,0.0206,0.105
